base_name,frame_number,set_type,results_dir
dpy-20 (e1282)IV on food R_2011_08_04__10_33_56___7___1,16763,train,/Volumes/behavgenom_archive$/single_worm/finished/mutants/dpy-20(e1282)IV@CB1282/food_OP50/XX/30m_wait/anticlockwise
dpy-20 (e1282)IV on food R_2011_08_04__10_33_56___7___1,16767,train,/Volumes/behavgenom_archive$/single_worm/finished/mutants/dpy-20(e1282)IV@CB1282/food_OP50/XX/30m_wait/anticlockwise
dpy-20 (e1282)IV on food R_2011_08_04__12_10___4___6,19566,train,/Volumes/behavgenom_archive$/single_worm/finished/mutants/dpy-20(e1282)IV@CB1282/food_OP50/XX/30m_wait/anticlockwise
dpy-20 (e1282)IV on food R_2011_08_04__12_10___4___6,19569,train,/Volumes/behavgenom_archive$/single_worm/finished/mutants/dpy-20(e1282)IV@CB1282/food_OP50/XX/30m_wait/anticlockwise
dpy-20 (e1282)IV on food R_2011_08_04__12_51_11___6___6,26227,train,/Volumes/behavgenom_archive$/single_worm/finished/mutants/dpy-20(e1282)IV@CB1282/food_OP50/XX/30m_wait/anticlockwise
dpy-20 (e1282)IV on food R_2011_08_09__10_54_50___8___2,20909,train,/Volumes/behavgenom_archive$/single_worm/finished/mutants/dpy-20(e1282)IV@CB1282/food_OP50/XX/30m_wait/anticlockwise
dpy-20 (e1282)IV on food R_2011_08_09__10_54_50___8___2,21399,train,/Volumes/behavgenom_archive$/single_worm/finished/mutants/dpy-20(e1282)IV@CB1282/food_OP50/XX/30m_wait/anticlockwise
dpy-20 (e1282)IV on food R_2011_08_09__10_54_50___8___2,21401,train,/Volumes/behavgenom_archive$/single_worm/finished/mutants/dpy-20(e1282)IV@CB1282/food_OP50/XX/30m_wait/anticlockwise
dpy-20 (e1282)IV on food R_2011_08_24__11_21_59___6___5,11345,train,/Volumes/behavgenom_archive$/single_worm/finished/mutants/dpy-20(e1282)IV@CB1282/food_OP50/XX/30m_wait/anticlockwise
dpy-20 (e1282)IV on food R_2011_08_24__11_21_59___6___5,12785,train,/Volumes/behavgenom_archive$/single_worm/finished/mutants/dpy-20(e1282)IV@CB1282/food_OP50/XX/30m_wait/anticlockwise
dpy-20 (e1282)IV on food R_2011_08_24__11_21_59___6___5,13090,train,/Volumes/behavgenom_archive$/single_worm/finished/mutants/dpy-20(e1282)IV@CB1282/food_OP50/XX/30m_wait/anticlockwise
dpy-20 (e1282)IV on food R_2011_08_24__11_21_59___6___5,13098,train,/Volumes/behavgenom_archive$/single_worm/finished/mutants/dpy-20(e1282)IV@CB1282/food_OP50/XX/30m_wait/anticlockwise
dpy-20 (e1282)IV on food R_2011_08_24__11_21_59___6___5,13553,train,/Volumes/behavgenom_archive$/single_worm/finished/mutants/dpy-20(e1282)IV@CB1282/food_OP50/XX/30m_wait/anticlockwise
dpy-20 (e1282)IV on food R_2011_08_24__11_21_59___6___5,13554,train,/Volumes/behavgenom_archive$/single_worm/finished/mutants/dpy-20(e1282)IV@CB1282/food_OP50/XX/30m_wait/anticlockwise
dpy-20 (e1282)IV on food R_2011_08_24__11_21_59___6___5,13835,train,/Volumes/behavgenom_archive$/single_worm/finished/mutants/dpy-20(e1282)IV@CB1282/food_OP50/XX/30m_wait/anticlockwise
dpy-20 (e1282)IV on food R_2011_08_24__11_21_59___6___5,14285,train,/Volumes/behavgenom_archive$/single_worm/finished/mutants/dpy-20(e1282)IV@CB1282/food_OP50/XX/30m_wait/anticlockwise
dpy-20 (e1282)IV on food R_2011_08_24__11_21_59___6___5,15310,train,/Volumes/behavgenom_archive$/single_worm/finished/mutants/dpy-20(e1282)IV@CB1282/food_OP50/XX/30m_wait/anticlockwise
dpy-20 (e1282)IV on food R_2011_08_24__11_47_04___7___6,23718,train,/Volumes/behavgenom_archive$/single_worm/finished/mutants/dpy-20(e1282)IV@CB1282/food_OP50/XX/30m_wait/anticlockwise
dpy-20 (e1282)IV on food R_2011_08_24__11_47_04___7___6,23720,train,/Volumes/behavgenom_archive$/single_worm/finished/mutants/dpy-20(e1282)IV@CB1282/food_OP50/XX/30m_wait/anticlockwise
dpy-20 (e1282)IV on food R_2011_08_24__11_47_04___7___6,24636,train,/Volumes/behavgenom_archive$/single_worm/finished/mutants/dpy-20(e1282)IV@CB1282/food_OP50/XX/30m_wait/anticlockwise
dpy-20 (e1282)IV on food R_2011_08_24__11_47_04___7___6,24639,train,/Volumes/behavgenom_archive$/single_worm/finished/mutants/dpy-20(e1282)IV@CB1282/food_OP50/XX/30m_wait/anticlockwise
dpy-20 (e1282)IV on food R_2011_08_24__11_47_04___7___6,25307,train,/Volumes/behavgenom_archive$/single_worm/finished/mutants/dpy-20(e1282)IV@CB1282/food_OP50/XX/30m_wait/anticlockwise
dpy-20 (e1282)IV on food R_2011_08_24__11_47_04___7___6,25308,train,/Volumes/behavgenom_archive$/single_worm/finished/mutants/dpy-20(e1282)IV@CB1282/food_OP50/XX/30m_wait/anticlockwise
dpy-20 (e1282)IV on food R_2011_08_24__11_47_04___7___6,25309,train,/Volumes/behavgenom_archive$/single_worm/finished/mutants/dpy-20(e1282)IV@CB1282/food_OP50/XX/30m_wait/anticlockwise
dpy-20 (e1282)IV on food R_2011_08_25__12_18_40___1___4,506,train,/Volumes/behavgenom_archive$/single_worm/finished/mutants/dpy-20(e1282)IV@CB1282/food_OP50/XX/30m_wait/anticlockwise
dpy-20 (e1282)IV on food R_2011_08_25__12_18_40___1___4,509,train,/Volumes/behavgenom_archive$/single_worm/finished/mutants/dpy-20(e1282)IV@CB1282/food_OP50/XX/30m_wait/anticlockwise
dpy-20 (e1282)IV on food R_2011_08_25__12_18_40___1___4,1362,train,/Volumes/behavgenom_archive$/single_worm/finished/mutants/dpy-20(e1282)IV@CB1282/food_OP50/XX/30m_wait/anticlockwise
dpy-20 (e1282)IV on food R_2011_08_25__12_18_40___1___4,1560,train,/Volumes/behavgenom_archive$/single_worm/finished/mutants/dpy-20(e1282)IV@CB1282/food_OP50/XX/30m_wait/anticlockwise
dpy-20 (e1282)IV on food R_2011_08_25__12_18_40___1___4,1562,train,/Volumes/behavgenom_archive$/single_worm/finished/mutants/dpy-20(e1282)IV@CB1282/food_OP50/XX/30m_wait/anticlockwise
dpy-20 (e1282)IV on food R_2011_08_25__12_18_40___1___4,2224,train,/Volumes/behavgenom_archive$/single_worm/finished/mutants/dpy-20(e1282)IV@CB1282/food_OP50/XX/30m_wait/anticlockwise
dpy-20 (e1282)IV on food R_2011_08_25__12_18_40___1___4,2260,train,/Volumes/behavgenom_archive$/single_worm/finished/mutants/dpy-20(e1282)IV@CB1282/food_OP50/XX/30m_wait/anticlockwise
dpy-20 (e1282)IV on food R_2011_08_25__12_18_40___1___4,2502,train,/Volumes/behavgenom_archive$/single_worm/finished/mutants/dpy-20(e1282)IV@CB1282/food_OP50/XX/30m_wait/anticlockwise
dpy-20 (e1282)IV on food R_2011_08_25__12_39_28___2___5,16405,train,/Volumes/behavgenom_archive$/single_worm/finished/mutants/dpy-20(e1282)IV@CB1282/food_OP50/XX/30m_wait/anticlockwise
dpy-20 (e1282)IV on food R_2011_08_25__12_39_28___2___5,16406,train,/Volumes/behavgenom_archive$/single_worm/finished/mutants/dpy-20(e1282)IV@CB1282/food_OP50/XX/30m_wait/anticlockwise
dpy-20 (e1282)IV on food R_2011_08_25__15_40_16___6___9,6403,test,/Volumes/behavgenom_archive$/single_worm/finished/mutants/dpy-20(e1282)IV@CB1282/food_OP50/XX/30m_wait/anticlockwise
dpy-20 (e1282)IV on food R_2011_08_25__15_40_16___6___9,6408,test,/Volumes/behavgenom_archive$/single_worm/finished/mutants/dpy-20(e1282)IV@CB1282/food_OP50/XX/30m_wait/anticlockwise
dpy-20 (e1282)IV on food R_2011_08_25__15_40_16___6___9,7050,test,/Volumes/behavgenom_archive$/single_worm/finished/mutants/dpy-20(e1282)IV@CB1282/food_OP50/XX/30m_wait/anticlockwise
dpy-20 (e1282)IV on food R_2011_08_25__15_40_16___6___9,7202,test,/Volumes/behavgenom_archive$/single_worm/finished/mutants/dpy-20(e1282)IV@CB1282/food_OP50/XX/30m_wait/anticlockwise
dpy-20 (e1282)V on food L_2011_08_19__10_59___3___2,2830,train,/Volumes/behavgenom_archive$/single_worm/finished/mutants/dpy-20(e1282)IV@CB1282/food_OP50/XX/30m_wait/clockwise
dpy-20 (e1282)V on food L_2011_08_19__10_59___3___2,2835,train,/Volumes/behavgenom_archive$/single_worm/finished/mutants/dpy-20(e1282)IV@CB1282/food_OP50/XX/30m_wait/clockwise
dpy-20 (e1282)V on food L_2011_08_19__11_42_29__4,20683,train,/Volumes/behavgenom_archive$/single_worm/finished/mutants/dpy-20(e1282)IV@CB1282/food_OP50/XX/30m_wait/clockwise
dpy-20 (e1282)V on food L_2011_08_19__11_42_29__4,21581,train,/Volumes/behavgenom_archive$/single_worm/finished/mutants/dpy-20(e1282)IV@CB1282/food_OP50/XX/30m_wait/clockwise
dpy-20 (e1282)V on food L_2011_08_19__11_42_29__4,21583,train,/Volumes/behavgenom_archive$/single_worm/finished/mutants/dpy-20(e1282)IV@CB1282/food_OP50/XX/30m_wait/clockwise
dpy-20 (e1282)V on food L_2011_08_19__11_42_29__4,25289,train,/Volumes/behavgenom_archive$/single_worm/finished/mutants/dpy-20(e1282)IV@CB1282/food_OP50/XX/30m_wait/clockwise
eat-16 (sa6091) on food L_2010_07_22__16_44_47___1___15,9595,train,/Volumes/behavgenom_archive$/single_worm/finished/mutants/eat-16(sa609)I@JT609/food_OP50/XX/30m_wait/clockwise
eat-16 (sa6091) on food L_2010_07_22__16_45_58___2___14,14603,train,/Volumes/behavgenom_archive$/single_worm/finished/mutants/eat-16(sa609)I@JT609/food_OP50/XX/30m_wait/clockwise
eat-16 (sa6091) on food L_2010_07_22__16_46_55___4___14,19808,train,/Volumes/behavgenom_archive$/single_worm/finished/mutants/eat-16(sa609)I@JT609/food_OP50/XX/30m_wait/clockwise
eat-16 (sa6091) on food L_2010_07_22__16_47_53___8___14,22755,test,/Volumes/behavgenom_archive$/single_worm/finished/mutants/eat-16(sa609)I@JT609/food_OP50/XX/30m_wait/clockwise
eat-16 (sa6091) on food L_2010_07_22__16_48_23___7___14,17773,train,/Volumes/behavgenom_archive$/single_worm/finished/mutants/eat-16(sa609)I@JT609/food_OP50/XX/30m_wait/clockwise
eat-16 (sa6091) on food L_2010_07_29__16_20_24___8___12,4202,train,/Volumes/behavgenom_archive$/single_worm/finished/mutants/eat-16(sa609)I@JT609/food_OP50/XX/30m_wait/clockwise
eat-16 (sa6091) on food L_2010_08_03__14_47_07___8___10,14370,train,/Volumes/behavgenom_archive$/single_worm/finished/mutants/eat-16(sa609)I@JT609/food_OP50/XX/30m_wait/clockwise
eat-16 (sa6091) on food L_2010_08_03__14_47_07___8___10,24843,train,/Volumes/behavgenom_archive$/single_worm/finished/mutants/eat-16(sa609)I@JT609/food_OP50/XX/30m_wait/clockwise
eat-16 (sa6091) on food L_2010_08_03__14_47_44__10,24039,train,/Volumes/behavgenom_archive$/single_worm/finished/mutants/eat-16(sa609)I@JT609/food_OP50/XX/30m_wait/clockwise
eat-16 (sa6091) on food R_2010_07_22__16_46___3___15,5588,train,/Volumes/behavgenom_archive$/single_worm/finished/mutants/eat-16(sa609)I@JT609/food_OP50/XX/30m_wait/anticlockwise
eat-16 (sa6091) on food R_2010_07_22__16_46___3___15,11778,train,/Volumes/behavgenom_archive$/single_worm/finished/mutants/eat-16(sa609)I@JT609/food_OP50/XX/30m_wait/anticlockwise
eat-16 (sa6091) on food R_2010_07_29__16_18_29___2___12,2331,train,/Volumes/behavgenom_archive$/single_worm/finished/mutants/eat-16(sa609)I@JT609/food_OP50/XX/30m_wait/anticlockwise
eat-16 (sa6091) on food R_2010_07_29__16_20_54___7___12,4636,train,/Volumes/behavgenom_archive$/single_worm/finished/mutants/eat-16(sa609)I@JT609/food_OP50/XX/30m_wait/anticlockwise
eat-16 (sa6091) on food R_2010_07_29__16_20_54___7___12,23852,train,/Volumes/behavgenom_archive$/single_worm/finished/mutants/eat-16(sa609)I@JT609/food_OP50/XX/30m_wait/anticlockwise
eat-16 (sa6091) on food R_2010_08_03__14_45_06___2___10,21260,train,/Volumes/behavgenom_archive$/single_worm/finished/mutants/eat-16(sa609)I@JT609/food_OP50/XX/30m_wait/anticlockwise
eat-16 (sa6091) on food R_2010_08_03__14_45___3___10,5082,train,/Volumes/behavgenom_archive$/single_worm/finished/mutants/eat-16(sa609)I@JT609/food_OP50/XX/30m_wait/anticlockwise
eat-16 (sa6091) on food R_2010_08_03__14_45___3___10,7303,train,/Volumes/behavgenom_archive$/single_worm/finished/mutants/eat-16(sa609)I@JT609/food_OP50/XX/30m_wait/anticlockwise
eat-16 (sa6091) on food R_2010_08_03__14_46_02___4___10,4273,train,/Volumes/behavgenom_archive$/single_worm/finished/mutants/eat-16(sa609)I@JT609/food_OP50/XX/30m_wait/anticlockwise
eat-16 (sa6091) on food R_2010_08_03__14_46_02___4___10,17323,train,/Volumes/behavgenom_archive$/single_worm/finished/mutants/eat-16(sa609)I@JT609/food_OP50/XX/30m_wait/anticlockwise
R12E2.10 (ok1781)X on food L_2011_09_06__11_53_44___7___1,572,train,/Volumes/behavgenom_archive$/single_worm/finished/mutants/egg-5(ok1781)I@VC1295/food_OP50/XX/30m_wait/clockwise
R12E2.10 (ok1781)X on food L_2011_09_06__11_53_44___7___1,23669,train,/Volumes/behavgenom_archive$/single_worm/finished/mutants/egg-5(ok1781)I@VC1295/food_OP50/XX/30m_wait/clockwise
R12E2.10 (ok1781)X on food L_2011_09_06__16_09_36___6___8,5808,train,/Volumes/behavgenom_archive$/single_worm/finished/mutants/egg-5(ok1781)I@VC1295/food_OP50/XX/30m_wait/clockwise
R12E2.10 (ok1781)X on food L_2011_09_13__15_42_56__9,15065,train,/Volumes/behavgenom_archive$/single_worm/finished/mutants/egg-5(ok1781)I@VC1295/food_OP50/XX/30m_wait/clockwise
R12E2.10 (ok1781)X on food L_2011_09_13__15_42_56__9,15066,train,/Volumes/behavgenom_archive$/single_worm/finished/mutants/egg-5(ok1781)I@VC1295/food_OP50/XX/30m_wait/clockwise
R12E2.10 (ok1781)X on food L_2011_09_13__15_42_56__9,23844,train,/Volumes/behavgenom_archive$/single_worm/finished/mutants/egg-5(ok1781)I@VC1295/food_OP50/XX/30m_wait/clockwise
R12E2.10 (ok1781)X on food R_2011_09_06__15_55_26__7,8057,train,/Volumes/behavgenom_archive$/single_worm/finished/mutants/egg-5(ok1781)I@VC1295/food_OP50/XX/30m_wait/anticlockwise
R12E2.10 (ok1781)X on food R_2011_09_06__15_55_26__7,9288,train,/Volumes/behavgenom_archive$/single_worm/finished/mutants/egg-5(ok1781)I@VC1295/food_OP50/XX/30m_wait/anticlockwise
R12E2.10 (ok1781)X on food R_2011_09_06__15_55_26__7,10413,train,/Volumes/behavgenom_archive$/single_worm/finished/mutants/egg-5(ok1781)I@VC1295/food_OP50/XX/30m_wait/anticlockwise
R12E2.10 (ok1781)X on food R_2011_09_13__16_23_06___8___11,21299,train,/Volumes/behavgenom_archive$/single_worm/finished/mutants/egg-5(ok1781)I@VC1295/food_OP50/XX/30m_wait/anticlockwise
R12E2.10 (ok1781)X on food R_2011_09_13__16_23_06___8___11,21381,train,/Volumes/behavgenom_archive$/single_worm/finished/mutants/egg-5(ok1781)I@VC1295/food_OP50/XX/30m_wait/anticlockwise
R12E2.10 (ok1781)X on food R_2011_09_22__11_54_26__3,24253,train,/Volumes/behavgenom_archive$/single_worm/finished/mutants/egg-5(ok1781)I@VC1295/food_OP50/XX/30m_wait/anticlockwise
R12E2.10 (ok1781)X on food R_2011_09_22__15_58_30___1___10,21366,train,/Volumes/behavgenom_archive$/single_worm/finished/mutants/egg-5(ok1781)I@VC1295/food_OP50/XX/30m_wait/anticlockwise
R12E2.10 (ok1781)X on food R_2011_09_22__15_58_30___1___10,21369,train,/Volumes/behavgenom_archive$/single_worm/finished/mutants/egg-5(ok1781)I@VC1295/food_OP50/XX/30m_wait/anticlockwise
egl-1 (n487) on food L_2011_08_02__10_39_52___6___1,16451,train,/Volumes/behavgenom_archive$/single_worm/finished/mutants/egl-1(n487)V@MT1082/food_OP50/XX/30m_wait/clockwise
egl-1 (n487) on food L_2011_08_02__10_39_52___6___1,16670,train,/Volumes/behavgenom_archive$/single_worm/finished/mutants/egl-1(n487)V@MT1082/food_OP50/XX/30m_wait/clockwise
egl-1 (n487) on food L_2011_08_02__10_39_52___6___1,16697,train,/Volumes/behavgenom_archive$/single_worm/finished/mutants/egl-1(n487)V@MT1082/food_OP50/XX/30m_wait/clockwise
egl-1 (n487) on food L_2011_08_02__10_39_52___6___1,16720,train,/Volumes/behavgenom_archive$/single_worm/finished/mutants/egl-1(n487)V@MT1082/food_OP50/XX/30m_wait/clockwise
egl-1 (n487) on food L_2011_08_02__10_39_52___6___1,16721,train,/Volumes/behavgenom_archive$/single_worm/finished/mutants/egl-1(n487)V@MT1082/food_OP50/XX/30m_wait/clockwise
egl-1 (n487) on food L_2011_08_02__10_39_52___6___1,16764,train,/Volumes/behavgenom_archive$/single_worm/finished/mutants/egl-1(n487)V@MT1082/food_OP50/XX/30m_wait/clockwise
egl-1 (n487) on food L_2011_08_02__10_39_52___6___1,16795,train,/Volumes/behavgenom_archive$/single_worm/finished/mutants/egl-1(n487)V@MT1082/food_OP50/XX/30m_wait/clockwise
egl-1 (n487) on food L_2011_08_02__10_39_52___6___1,16914,train,/Volumes/behavgenom_archive$/single_worm/finished/mutants/egl-1(n487)V@MT1082/food_OP50/XX/30m_wait/clockwise
egl-1 (n487) on food L_2011_08_02__10_39_52___6___1,16915,train,/Volumes/behavgenom_archive$/single_worm/finished/mutants/egl-1(n487)V@MT1082/food_OP50/XX/30m_wait/clockwise
egl-1 (n487) on food L_2011_08_02__10_39_52___6___1,50497,train,/Volumes/behavgenom_archive$/single_worm/finished/mutants/egl-1(n487)V@MT1082/food_OP50/XX/30m_wait/clockwise
egl-1 (n487) on food L_2011_08_02__10_39_52___6___1,64378,train,/Volumes/behavgenom_archive$/single_worm/finished/mutants/egl-1(n487)V@MT1082/food_OP50/XX/30m_wait/clockwise
egl-1 (n487) on food L_2011_08_02__10_39_52___6___1,64420,train,/Volumes/behavgenom_archive$/single_worm/finished/mutants/egl-1(n487)V@MT1082/food_OP50/XX/30m_wait/clockwise
egl-1 (n487) on food L_2011_08_02__10_39_52___6___1,64421,train,/Volumes/behavgenom_archive$/single_worm/finished/mutants/egl-1(n487)V@MT1082/food_OP50/XX/30m_wait/clockwise
egl-1 (n487) on food L_2011_08_02__10_39_52___6___1,64459,train,/Volumes/behavgenom_archive$/single_worm/finished/mutants/egl-1(n487)V@MT1082/food_OP50/XX/30m_wait/clockwise
egl-1 (n487) on food L_2011_08_02__10_39_52___6___1,64459,train,/Volumes/behavgenom_archive$/single_worm/finished/mutants/egl-1(n487)V@MT1082/food_OP50/XX/30m_wait/clockwise
egl-1 (n487) on food L_2011_08_02__10_39_52___6___1,64509,train,/Volumes/behavgenom_archive$/single_worm/finished/mutants/egl-1(n487)V@MT1082/food_OP50/XX/30m_wait/clockwise
egl-1 (n487) on food L_2011_08_02__10_39_52___6___1,64509,train,/Volumes/behavgenom_archive$/single_worm/finished/mutants/egl-1(n487)V@MT1082/food_OP50/XX/30m_wait/clockwise
egl-1 (n487) on food L_2011_08_02__10_39_52___6___1,64610,train,/Volumes/behavgenom_archive$/single_worm/finished/mutants/egl-1(n487)V@MT1082/food_OP50/XX/30m_wait/clockwise
egl-1 (n487) on food L_2011_08_02__10_39_52___6___1,99299,train,/Volumes/behavgenom_archive$/single_worm/finished/mutants/egl-1(n487)V@MT1082/food_OP50/XX/30m_wait/clockwise
egl-1 (n487) on food L_2011_08_02__10_39_52___6___1,99300,train,/Volumes/behavgenom_archive$/single_worm/finished/mutants/egl-1(n487)V@MT1082/food_OP50/XX/30m_wait/clockwise
egl-1 (n487) on food L_2011_08_02__10_39_52___6___1,99300,train,/Volumes/behavgenom_archive$/single_worm/finished/mutants/egl-1(n487)V@MT1082/food_OP50/XX/30m_wait/clockwise
egl-1 (n487) on food L_2011_08_03__09_32___3___1,38635,train,/Volumes/behavgenom_archive$/single_worm/unfinished/mutants/egl-1(n487)V@MT1082/food_OP50/XX/30m_wait/clockwise
egl-1 (n487) on food L_2011_08_03__09_32___3___1,38635,train,/Volumes/behavgenom_archive$/single_worm/unfinished/mutants/egl-1(n487)V@MT1082/food_OP50/XX/30m_wait/clockwise
egl-1 (n487) on food L_2011_08_03__09_32___3___1,38636,train,/Volumes/behavgenom_archive$/single_worm/unfinished/mutants/egl-1(n487)V@MT1082/food_OP50/XX/30m_wait/clockwise
egl-1 (n487) on food L_2011_08_03__09_32___3___1,38771,train,/Volumes/behavgenom_archive$/single_worm/unfinished/mutants/egl-1(n487)V@MT1082/food_OP50/XX/30m_wait/clockwise
egl-1 (n487) on food L_2011_08_03__09_32___3___1,38771,train,/Volumes/behavgenom_archive$/single_worm/unfinished/mutants/egl-1(n487)V@MT1082/food_OP50/XX/30m_wait/clockwise
egl-1 (n487) on food L_2011_08_03__09_32___3___1,38771,train,/Volumes/behavgenom_archive$/single_worm/unfinished/mutants/egl-1(n487)V@MT1082/food_OP50/XX/30m_wait/clockwise
egl-1 (n487) on food L_2011_08_03__09_32___3___1,38799,train,/Volumes/behavgenom_archive$/single_worm/unfinished/mutants/egl-1(n487)V@MT1082/food_OP50/XX/30m_wait/clockwise
egl-1 (n487) on food L_2011_08_03__09_32___3___1,38799,train,/Volumes/behavgenom_archive$/single_worm/unfinished/mutants/egl-1(n487)V@MT1082/food_OP50/XX/30m_wait/clockwise
egl-1 (n487) on food L_2011_08_03__09_32___3___1,38880,train,/Volumes/behavgenom_archive$/single_worm/unfinished/mutants/egl-1(n487)V@MT1082/food_OP50/XX/30m_wait/clockwise
egl-1 (n487) on food L_2011_08_03__09_32___3___1,38880,train,/Volumes/behavgenom_archive$/single_worm/unfinished/mutants/egl-1(n487)V@MT1082/food_OP50/XX/30m_wait/clockwise
egl-1 (n487) on food L_2011_08_03__09_32___3___1,38953,train,/Volumes/behavgenom_archive$/single_worm/unfinished/mutants/egl-1(n487)V@MT1082/food_OP50/XX/30m_wait/clockwise
egl-1 (n487) on food L_2011_08_03__09_32___3___1,39065,train,/Volumes/behavgenom_archive$/single_worm/unfinished/mutants/egl-1(n487)V@MT1082/food_OP50/XX/30m_wait/clockwise
egl-1 (n487) on food L_2011_08_03__09_32___3___1,39066,train,/Volumes/behavgenom_archive$/single_worm/unfinished/mutants/egl-1(n487)V@MT1082/food_OP50/XX/30m_wait/clockwise
egl-1 (n487) on food L_2011_08_03__09_32___3___1,39232,train,/Volumes/behavgenom_archive$/single_worm/unfinished/mutants/egl-1(n487)V@MT1082/food_OP50/XX/30m_wait/clockwise
egl-1 (n487) on food L_2011_08_03__09_32___3___1,39233,train,/Volumes/behavgenom_archive$/single_worm/unfinished/mutants/egl-1(n487)V@MT1082/food_OP50/XX/30m_wait/clockwise
egl-1 (n487) on food L_2011_08_03__09_36_30___7___1,25248,test,/Volumes/behavgenom_archive$/single_worm/unfinished/mutants/egl-1(n487)V@MT1082/food_OP50/XX/30m_wait/clockwise
egl-1 (n487) on food L_2011_08_03__09_36_30___7___1,25388,test,/Volumes/behavgenom_archive$/single_worm/unfinished/mutants/egl-1(n487)V@MT1082/food_OP50/XX/30m_wait/clockwise
egl-1 (n487) on food L_2011_08_03__09_36_30___7___1,25568,test,/Volumes/behavgenom_archive$/single_worm/unfinished/mutants/egl-1(n487)V@MT1082/food_OP50/XX/30m_wait/clockwise
egl-1 (n487) on food L_2011_08_03__09_36_30___7___1,25719,test,/Volumes/behavgenom_archive$/single_worm/unfinished/mutants/egl-1(n487)V@MT1082/food_OP50/XX/30m_wait/clockwise
egl-1 (n487) on food L_2011_08_03__09_36_30___7___1,26074,test,/Volumes/behavgenom_archive$/single_worm/unfinished/mutants/egl-1(n487)V@MT1082/food_OP50/XX/30m_wait/clockwise
egl-1 (n487) on food L_2011_08_03__09_36_30___7___1,26088,test,/Volumes/behavgenom_archive$/single_worm/unfinished/mutants/egl-1(n487)V@MT1082/food_OP50/XX/30m_wait/clockwise
egl-1 (n487) on food L_2011_08_03__09_36_30___7___1,26088,test,/Volumes/behavgenom_archive$/single_worm/unfinished/mutants/egl-1(n487)V@MT1082/food_OP50/XX/30m_wait/clockwise
egl-1 (n487) on food L_2011_08_03__09_36_30___7___1,26088,test,/Volumes/behavgenom_archive$/single_worm/unfinished/mutants/egl-1(n487)V@MT1082/food_OP50/XX/30m_wait/clockwise
egl-1 (n487) on food L_2011_08_03__09_36_30___7___1,26849,test,/Volumes/behavgenom_archive$/single_worm/unfinished/mutants/egl-1(n487)V@MT1082/food_OP50/XX/30m_wait/clockwise
egl-1 (n487) on food L_2011_08_03__09_36_30___7___1,26850,test,/Volumes/behavgenom_archive$/single_worm/unfinished/mutants/egl-1(n487)V@MT1082/food_OP50/XX/30m_wait/clockwise
egl-1 (n487) on food L_2011_08_03__09_36_30___7___1,27310,test,/Volumes/behavgenom_archive$/single_worm/unfinished/mutants/egl-1(n487)V@MT1082/food_OP50/XX/30m_wait/clockwise
egl-1 (n487) on food L_2011_08_03__09_36_30___7___1,28722,test,/Volumes/behavgenom_archive$/single_worm/unfinished/mutants/egl-1(n487)V@MT1082/food_OP50/XX/30m_wait/clockwise
egl-1 (n487) on food L_2011_08_03__09_36_30___7___1,33808,test,/Volumes/behavgenom_archive$/single_worm/unfinished/mutants/egl-1(n487)V@MT1082/food_OP50/XX/30m_wait/clockwise
egl-1 (n487) on food L_2011_08_04__15_41_23___6___9,46333,test,/Volumes/behavgenom_archive$/single_worm/finished/mutants/egl-1(n487)V@MT1082/food_OP50/XX/30m_wait/clockwise
egl-1 (n487) on food L_2011_08_04__15_41_23___6___9,46474,test,/Volumes/behavgenom_archive$/single_worm/finished/mutants/egl-1(n487)V@MT1082/food_OP50/XX/30m_wait/clockwise
egl-1 (n487) on food L_2011_08_04__15_41_23___6___9,46475,test,/Volumes/behavgenom_archive$/single_worm/finished/mutants/egl-1(n487)V@MT1082/food_OP50/XX/30m_wait/clockwise
egl-1 (n487) on food L_2011_08_04__15_41_23___6___9,46645,test,/Volumes/behavgenom_archive$/single_worm/finished/mutants/egl-1(n487)V@MT1082/food_OP50/XX/30m_wait/clockwise
egl-1 (n487) on food L_2011_08_04__15_41_23___6___9,46694,test,/Volumes/behavgenom_archive$/single_worm/finished/mutants/egl-1(n487)V@MT1082/food_OP50/XX/30m_wait/clockwise
egl-1 (n487) on food L_2011_08_04__15_41_23___6___9,46694,test,/Volumes/behavgenom_archive$/single_worm/finished/mutants/egl-1(n487)V@MT1082/food_OP50/XX/30m_wait/clockwise
egl-1 (n487) on food L_2011_08_04__15_41_23___6___9,46695,test,/Volumes/behavgenom_archive$/single_worm/finished/mutants/egl-1(n487)V@MT1082/food_OP50/XX/30m_wait/clockwise
egl-1 (n487) on food L_2011_08_04__15_41_23___6___9,46727,test,/Volumes/behavgenom_archive$/single_worm/finished/mutants/egl-1(n487)V@MT1082/food_OP50/XX/30m_wait/clockwise
egl-1 (n487) on food L_2011_08_04__15_41_23___6___9,51551,test,/Volumes/behavgenom_archive$/single_worm/finished/mutants/egl-1(n487)V@MT1082/food_OP50/XX/30m_wait/clockwise
egl-1 (n487) on food L_2011_08_04__15_41_23___6___9,51571,test,/Volumes/behavgenom_archive$/single_worm/finished/mutants/egl-1(n487)V@MT1082/food_OP50/XX/30m_wait/clockwise
egl-1 (n487) on food L_2011_08_04__15_41_23___6___9,51572,test,/Volumes/behavgenom_archive$/single_worm/finished/mutants/egl-1(n487)V@MT1082/food_OP50/XX/30m_wait/clockwise
